jobId,blueprintId,blueprintVersion,requirementId,domain,subdomain,importance,source,rationale,itemId,itemVersion,itemStatus,assessmentVersion,scoringVersion,reviewStatus,approvedBy
cmtv2javo000isniywp3xkkli,cmtv2jb6e00lysniyx7e2087o,1,cmtv2jb6f00m2sniy23autvz4,Técnicas culinarias y organización,"Cortes, mise en place y técnicas de cocción",ALTA,CONOCIMIENTOS_TECNICOS,Técnicas de cocina estándar del oficio requeridas para la producción de alimentos del puesto.,cmtv2jaz4008esniybx12helg,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javo000isniywp3xkkli,cmtv2jb6e00lysniyx7e2087o,1,cmtv2jb6f00m0sniygjdzqt7h,Inocuidad e higiene alimentaria,"Temperaturas, contaminación cruzada y zona de peligro",CRITICA,NORMATIVA,"El cocinero manipula alimentos de riesgo; la inocuidad es requisito normativo (NOM-251-SSA1) cubierto por los reactivos revisados del banco.",cmtv2jaz7008gsniychzmgvez,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javo000isniywp3xkkli,cmtv2jb6e00lysniyx7e2087o,1,cmtv2jb6f00m0sniygjdzqt7h,Inocuidad e higiene alimentaria,"Temperaturas, contaminación cruzada y zona de peligro",CRITICA,NORMATIVA,"El cocinero manipula alimentos de riesgo; la inocuidad es requisito normativo (NOM-251-SSA1) cubierto por los reactivos revisados del banco.",cmtv2jaz9008isniy09ezm87c,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javo000isniywp3xkkli,cmtv2jb6e00lysniyx7e2087o,1,cmtv2jb6f00m2sniy23autvz4,Técnicas culinarias y organización,"Cortes, mise en place y técnicas de cocción",ALTA,CONOCIMIENTOS_TECNICOS,Técnicas de cocina estándar del oficio requeridas para la producción de alimentos del puesto.,cmtv2jaza008ksniyprqt4hz5,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javo000isniywp3xkkli,cmtv2jb6e00lysniyx7e2087o,1,cmtv2jb6f00m0sniygjdzqt7h,Inocuidad e higiene alimentaria,"Temperaturas, contaminación cruzada y zona de peligro",CRITICA,NORMATIVA,"El cocinero manipula alimentos de riesgo; la inocuidad es requisito normativo (NOM-251-SSA1) cubierto por los reactivos revisados del banco.",cmtv2jazb008msniyvfuzhp2v,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javo000isniywp3xkkli,cmtv2jb6e00lysniyx7e2087o,1,cmtv2jb6f00m2sniy23autvz4,Técnicas culinarias y organización,"Cortes, mise en place y técnicas de cocción",ALTA,CONOCIMIENTOS_TECNICOS,Técnicas de cocina estándar del oficio requeridas para la producción de alimentos del puesto.,cmtv2jazb008osniy2rbg79hs,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javo000isniywp3xkkli,cmtv2jb6e00lysniyx7e2087o,1,cmtv2jb6f00m0sniygjdzqt7h,Inocuidad e higiene alimentaria,"Temperaturas, contaminación cruzada y zona de peligro",CRITICA,NORMATIVA,"El cocinero manipula alimentos de riesgo; la inocuidad es requisito normativo (NOM-251-SSA1) cubierto por los reactivos revisados del banco.",cmtv2jazc008qsniytz4wrena,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javo000isniywp3xkkli,cmtv2jb6e00lysniyx7e2087o,1,cmtv2jb6f00m0sniygjdzqt7h,Inocuidad e higiene alimentaria,"Temperaturas, contaminación cruzada y zona de peligro",CRITICA,NORMATIVA,"El cocinero manipula alimentos de riesgo; la inocuidad es requisito normativo (NOM-251-SSA1) cubierto por los reactivos revisados del banco.",cmtv2jazd008ssniy9zmjyfwf,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javp000ksniy27uu0ec0,cmtv2jb7c00mgsniy5qen1bst,1,cmtv2jb7d00misniyj7eldjfh,Coctelería y técnicas de preparación,Recetas clásicas y técnicas,CRITICA,CONOCIMIENTOS_TECNICOS,"El bartender prepara coctelería clásica; las recetas y técnicas son conocimiento técnico central del oficio.",cmtv2jb1500ccsniyzv6n6cyc,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javp000ksniy27uu0ec0,cmtv2jb7c00mgsniy5qen1bst,1,cmtv2jb7d00misniyj7eldjfh,Coctelería y técnicas de preparación,Recetas clásicas y técnicas,CRITICA,CONOCIMIENTOS_TECNICOS,"El bartender prepara coctelería clásica; las recetas y técnicas son conocimiento técnico central del oficio.",cmtv2jb1600cesniyc7m79rgr,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javp000ksniy27uu0ec0,cmtv2jb7c00mgsniy5qen1bst,1,cmtv2jb7d00misniyj7eldjfh,Coctelería y técnicas de preparación,Recetas clásicas y técnicas,CRITICA,CONOCIMIENTOS_TECNICOS,"El bartender prepara coctelería clásica; las recetas y técnicas son conocimiento técnico central del oficio.",cmtv2jb1700cgsniyzpg58zfm,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javp000ksniy27uu0ec0,cmtv2jb7c00mgsniy5qen1bst,1,cmtv2jb7d00mksniyiht9rv00,Producto y vajilla,"Destilados, denominaciones y montaje",ALTA,CONOCIMIENTOS_TECNICOS,Identificación correcta de producto y montaje del bar conforme a estándares de servicio.,cmtv2jb1800cisniykxyfkpvx,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javp000ksniy27uu0ec0,cmtv2jb7c00mgsniy5qen1bst,1,cmtv2jb7e00mmsniyxj3cimga,Servicio responsable,Consumo responsable de alcohol,CRITICA,POLITICAS,Obligación legal y de política interna del servicio responsable de alcohol.,cmtv2jb1900cksniy4xjdglsl,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javp000ksniy27uu0ec0,cmtv2jb7c00mgsniy5qen1bst,1,cmtv2jb7d00mksniyiht9rv00,Producto y vajilla,"Destilados, denominaciones y montaje",ALTA,CONOCIMIENTOS_TECNICOS,Identificación correcta de producto y montaje del bar conforme a estándares de servicio.,cmtv2jb1a00cmsniyxzfs6p9e,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javp000ksniy27uu0ec0,cmtv2jb7c00mgsniy5qen1bst,1,cmtv2jb7d00misniyj7eldjfh,Coctelería y técnicas de preparación,Recetas clásicas y técnicas,CRITICA,CONOCIMIENTOS_TECNICOS,"El bartender prepara coctelería clásica; las recetas y técnicas son conocimiento técnico central del oficio.",cmtv2jb1b00cosniyghf46khx,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javp000ksniy27uu0ec0,cmtv2jb7c00mgsniy5qen1bst,1,cmtv2jb7d00misniyj7eldjfh,Coctelería y técnicas de preparación,Recetas clásicas y técnicas,CRITICA,CONOCIMIENTOS_TECNICOS,"El bartender prepara coctelería clásica; las recetas y técnicas son conocimiento técnico central del oficio.",cmtv2jb1c00cqsniy2rnx4zzy,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javp000ksniy27uu0ec0,cmtv2jb7c00mgsniy5qen1bst,1,cmtv2jb7d00misniyj7eldjfh,Coctelería y técnicas de preparación,Recetas clásicas y técnicas,CRITICA,CONOCIMIENTOS_TECNICOS,"El bartender prepara coctelería clásica; las recetas y técnicas son conocimiento técnico central del oficio.",cmtv2jb1c00cssniyxfkxc16b,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javp000ksniy27uu0ec0,cmtv2jb7c00mgsniy5qen1bst,1,cmtv2jb7d00mksniyiht9rv00,Producto y vajilla,"Destilados, denominaciones y montaje",ALTA,CONOCIMIENTOS_TECNICOS,Identificación correcta de producto y montaje del bar conforme a estándares de servicio.,cmtv2jb1d00cusniys3wrkmnf,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javq000msniympoeqc20,cmtv2jb8a00n0sniyjk8vfe5x,1,cmtv2jb8b00n2sniy0r28fhz4,Indicadores y gestión operativa,KPIs de sala y procesos,CRITICA,FUNCIONES,El gerente de piso dirige la operación con base en indicadores y procedimientos estándar del restaurante.,cmtv2jb2y00gesniyqghb3ve2,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javq000msniympoeqc20,cmtv2jb8a00n0sniyjk8vfe5x,1,cmtv2jb8c00n4sniyfmag571c,Gestión de personal y servicio,"Clientes, conflictos y motivación",ALTA,PROCEDIMIENTOS,"Funciones de supervisión directa del puesto: personal, clientes y apertura de operación.",cmtv2jb2z00ggsniy4zvvhjt7,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javq000msniympoeqc20,cmtv2jb8a00n0sniyjk8vfe5x,1,cmtv2jb8b00n2sniy0r28fhz4,Indicadores y gestión operativa,KPIs de sala y procesos,CRITICA,FUNCIONES,El gerente de piso dirige la operación con base en indicadores y procedimientos estándar del restaurante.,cmtv2jb3000gisniyobs4ynrs,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javq000msniympoeqc20,cmtv2jb8a00n0sniyjk8vfe5x,1,cmtv2jb8c00n4sniyfmag571c,Gestión de personal y servicio,"Clientes, conflictos y motivación",ALTA,PROCEDIMIENTOS,"Funciones de supervisión directa del puesto: personal, clientes y apertura de operación.",cmtv2jb3100gksniyglbw1oj1,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javq000msniympoeqc20,cmtv2jb8a00n0sniyjk8vfe5x,1,cmtv2jb8b00n2sniy0r28fhz4,Indicadores y gestión operativa,KPIs de sala y procesos,CRITICA,FUNCIONES,El gerente de piso dirige la operación con base en indicadores y procedimientos estándar del restaurante.,cmtv2jb3200gmsniya2mnhbrw,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javq000msniympoeqc20,cmtv2jb8a00n0sniyjk8vfe5x,1,cmtv2jb8c00n4sniyfmag571c,Gestión de personal y servicio,"Clientes, conflictos y motivación",ALTA,PROCEDIMIENTOS,"Funciones de supervisión directa del puesto: personal, clientes y apertura de operación.",cmtv2jb3200gosniyvutwu1oz,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javq000msniympoeqc20,cmtv2jb8a00n0sniyjk8vfe5x,1,cmtv2jb8c00n4sniyfmag571c,Gestión de personal y servicio,"Clientes, conflictos y motivación",ALTA,PROCEDIMIENTOS,"Funciones de supervisión directa del puesto: personal, clientes y apertura de operación.",cmtv2jb3300gqsniyq25h8ote,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javq000msniympoeqc20,cmtv2jb8a00n0sniyjk8vfe5x,1,cmtv2jb8c00n4sniyfmag571c,Gestión de personal y servicio,"Clientes, conflictos y motivación",ALTA,PROCEDIMIENTOS,"Funciones de supervisión directa del puesto: personal, clientes y apertura de operación.",cmtv2jb3400gssniyn3hnkra7,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javq000msniympoeqc20,cmtv2jb8a00n0sniyjk8vfe5x,1,cmtv2jb8b00n2sniy0r28fhz4,Indicadores y gestión operativa,KPIs de sala y procesos,CRITICA,FUNCIONES,El gerente de piso dirige la operación con base en indicadores y procedimientos estándar del restaurante.,cmtv2jb3500gusniyccl1ljj2,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javq000msniympoeqc20,cmtv2jb8a00n0sniyjk8vfe5x,1,cmtv2jb8b00n2sniy0r28fhz4,Indicadores y gestión operativa,KPIs de sala y procesos,CRITICA,FUNCIONES,El gerente de piso dirige la operación con base en indicadores y procedimientos estándar del restaurante.,cmtv2jb3600gwsniyy5c6aht0,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javr000osniyi9z1xzcd,cmtv2jb9900nisniyh8gi7tyw,1,cmtv2jb9900nksniycema8axk,Técnicas de venta,"Upselling, cross-selling y cierre",CRITICA,FUNCIONES,"El vendedor genera venta activa; las técnicas de venta son la función central del puesto.",cmtv2jb4l00kgsniyxnyflsiz,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javr000osniyi9z1xzcd,cmtv2jb9900nisniyh8gi7tyw,1,cmtv2jb9a00nmsniycb0vbk63,Atención al cliente en piso de venta,Experiencia del cliente,ALTA,PROCEDIMIENTOS,Estándares de atención al cliente en piso de venta definidos por los procedimientos retail del banco revisado.,cmtv2jb4m00kisniywsj280ai,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javr000osniyi9z1xzcd,cmtv2jb9900nisniyh8gi7tyw,1,cmtv2jb9a00nmsniycb0vbk63,Atención al cliente en piso de venta,Experiencia del cliente,ALTA,PROCEDIMIENTOS,Estándares de atención al cliente en piso de venta definidos por los procedimientos retail del banco revisado.,cmtv2jb4n00kksniyjcdrnpo1,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javr000osniyi9z1xzcd,cmtv2jb9900nisniyh8gi7tyw,1,cmtv2jb9900nksniycema8axk,Técnicas de venta,"Upselling, cross-selling y cierre",CRITICA,FUNCIONES,"El vendedor genera venta activa; las técnicas de venta son la función central del puesto.",cmtv2jb4o00kmsniyfubut4mf,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javr000osniyi9z1xzcd,cmtv2jb9900nisniyh8gi7tyw,1,cmtv2jb9900nksniycema8axk,Técnicas de venta,"Upselling, cross-selling y cierre",CRITICA,FUNCIONES,"El vendedor genera venta activa; las técnicas de venta son la función central del puesto.",cmtv2jb4p00kosniyl7qi7iul,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javr000osniyi9z1xzcd,cmtv2jb9900nisniyh8gi7tyw,1,cmtv2jb9900nksniycema8axk,Técnicas de venta,"Upselling, cross-selling y cierre",CRITICA,FUNCIONES,"El vendedor genera venta activa; las técnicas de venta son la función central del puesto.",cmtv2jb4q00kqsniy9d06aaix,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javr000osniyi9z1xzcd,cmtv2jb9900nisniyh8gi7tyw,1,cmtv2jb9a00nmsniycb0vbk63,Atención al cliente en piso de venta,Experiencia del cliente,ALTA,PROCEDIMIENTOS,Estándares de atención al cliente en piso de venta definidos por los procedimientos retail del banco revisado.,cmtv2jb4r00kssniyhwqp9izk,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javr000osniyi9z1xzcd,cmtv2jb9900nisniyh8gi7tyw,1,cmtv2jb9a00nmsniycb0vbk63,Atención al cliente en piso de venta,Experiencia del cliente,ALTA,PROCEDIMIENTOS,Estándares de atención al cliente en piso de venta definidos por los procedimientos retail del banco revisado.,cmtv2jb4r00kusniyb164m9bx,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javr000osniyi9z1xzcd,cmtv2jb9900nisniyh8gi7tyw,1,cmtv2jb9a00nmsniycb0vbk63,Atención al cliente en piso de venta,Experiencia del cliente,ALTA,PROCEDIMIENTOS,Estándares de atención al cliente en piso de venta definidos por los procedimientos retail del banco revisado.,cmtv2jb4s00kwsniy04ma1qh4,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
cmtv2javr000osniyi9z1xzcd,cmtv2jb9900nisniyh8gi7tyw,1,cmtv2jb9900nksniycema8axk,Técnicas de venta,"Upselling, cross-selling y cierre",CRITICA,FUNCIONES,"El vendedor genera venta activa; las técnicas de venta son la función central del puesto.",cmtv2jb4t00kysniyhnn6te7l,1,ACTIVE,KA-v1,KNOWLEDGE-SCORING-1.0,ACTIVE,A-03.2-GOVERNANCE
